"id","created_at","source_name","layer","trust","region","domain","title","summary","url","keywords_hit","processed","result"
"97","2026-03-31 16:00:36.876491+00","TASS","L0","HIGH","Middle East / Iran","Military/Cyber Threat","US-Israeli strikes on Iran; Iran's Revolutionary Guards threaten to attack US tech firms in Mideast","Iran's Revolutionary Guards have issued explicit threats to attack US technology and AI companies operating in the Middle East in response to US-Israeli military strikes. Simultaneously, Russian envoy reports Russian citizens evacuating via Azerbaijan, and Moscow offers to facilitate Middle East conflict resolution.","https://tass.com/world/middle-east-conflict","","True",""
"96","2026-03-31 13:00:34.64755+00","UN News","L0","HIGH","Middle East / Strait of Hormuz","Maritime Crisis / Humanitarian","20,000 seafarers stranded in Strait of Hormuz as Middle East war continues; UN calls situation 'unprecedented' in post-WW2 era","More than 20,000 merchant seafarers remain trapped on vessels in the Strait of Hormuz amid active Middle East conflict. UN agencies report humanitarian crisis with vital food aid blocked; situation described as having no historical precedent since 1945.","https://news.un.org/en/story/2026/03/1167224","","True",""
"93","2026-03-31 04:00:40.664596+00","Reuters via Google News","L0","HIGH","Middle East/Persian Gulf","Military/Kinetic","Giant oil tanker off Dubai hit by Iranian strike; Trump threatens to obliterate Iran energy, oil plants","Iranian strike against commercial shipping in Gulf of Oman; U.S. administration escalates retaliatory rhetoric with threats to strike Iranian energy infrastructure. Marks direct military action against third-party vessel amid U.S.-Iran tensions.","https://news.google.com/rss/articles/CBMizAFBVV95cUxQeTZaSk9nelRiZUdKVzVicVE0TTV5RDN6YWwxZ1pLckI5WU5pU1R5OE81OW5jM3QxUFpuVW1kN1ZCal83VXJBZGZScWlZSFhkUVIwVFRyUHA0bkZxOHBrU0xHX0F0d3ZwQWlIM3ZYZk1KcWtVd1dMN1ZtcUJDNkY0OW1taVN5VWc3TmVyNVBuczItZHBzRmJacHZlSkJOOFZwUDgtVmZsUy16RmIzYzFyMkR4OFV6VVFDRHRYRlBiUV9iWWthS3JYckFsVzk","","True",""
"91","2026-03-30 22:00:35.39081+00","Al Jazeera / UN News","L0","HIGH","Middle East / Lebanon","Military / Peacekeeping","UN Condemns Killing of Indonesian Peacekeepers in Lebanon","Indonesian UNIFIL peacekeepers killed in southern Lebanon. UN formal condemnation issued. Escalation of hostilities affecting peacekeeping operations in active conflict zone.","https://www.aljazeera.com/video/newsfeed/2026/3/30/un-condemns-killing-of-indonesian-peacekeepers-in-lebanon","","True",""
"89","2026-03-30 16:00:39.195734+00","UN News","L0","HIGH","Middle East / Levant","Military / UN Peacekeeping / Diplomacy","UN peacekeeper killed, another seriously injured in Israel-Hezbollah clashes; war enters second month","Further attacks reported across Middle East as Israel-Hezbollah conflict escalates into second month. One UN peacekeeper killed in Lebanon on Sunday, another seriously injured. Diplomatic efforts announced by UN. Regional tensions spreading.","https://news.un.org/en/story/2026/03/1167215","","True",""
"88","2026-03-30 13:00:40.161865+00","Al Jazeera / UN News","L0","HIGH","Middle East (Iran-Israel-Lebanon nexus)","Military/Security","Iranian missiles trigger sirens across northern Israel; UN peacekeeper killed in Lebanon amid Israel-Hezbollah hostilities","Iranian missile strikes on Israeli territory reported with homes damaged; concurrent UN peacekeeper casualty in southern Lebanon during active Israel-Hezbollah hostilities. Escalation signal within broader Middle East conflict dynamics.","https://www.aljazeera.com/video/newsfeed/2026/3/30/homes-damaged-as-iranian-missiles-trigger-sirens-across-northern-israel","","True",""
"87","2026-03-30 10:00:36.889072+00","Al Jazeera / UN News","L0","HIGH","Middle East / Levant","Military/Conflict","Israeli strikes on Beirut suburbs amid Hezbollah hostilities; UN peacekeeper killed in Lebanon","Israeli airstrikes struck Beirut suburbs on March 30, 2026. Simultaneously, UN reports indicate a peacekeeper was killed and another seriously injured in southern Lebanon on March 29 amid active hostilities between Israel and Hezbollah. UN Secretary-General Guterres called for accountability.","https://www.aljazeera.com/video/newsfeed/2026/3/30/smoke-rise-from-beirut-suburbs-following-israeli-attack","","True",""
"86","2026-03-30 07:00:46.625087+00","Reuters via Google News","L0","HIGH","Middle East / Persian Gulf","Military/Kinetic","Indian worker killed in Iranian attack on Kuwait power, desalination plant","Iran conducted a direct attack on critical infrastructure in Kuwait (power and desalination plant), resulting in at least one confirmed fatality. Represents significant escalation in regional tensions and direct cross-border strike capability demonstration.","https://news.google.com/rss/articles/CBMitgFBVV95cUxPV3hpa0lfb3B2VWpLc09CQVRValprYTJoT0hwNHBGTFJnWHVld1RrUktQTUxMNFhLTEp3RlVtdFhwUjdoWlA2d0l1RzJHS2cyQjVvRWd0RVhZbTY3WDZkeFpnMHVXMXNQclRjYnRnenRzVGxxaXhBYzdNMGhjeEhIT1MyekptQ05NT1dibHdUZGhwU3M4c2s1WTV5aktENVphdERxR0lqZ0VPVmt6Vy1wM0NxYWZKUQ","","True",""
"85","2026-03-30 04:00:40.588083+00","TASS (citing Trump statements)","L0","MEDIUM","Middle East (Iran/Strait of Hormuz)","Diplomacy/Military Signaling","Trump signals Iran nuclear deal framework; US-Israel strikes escalation posture ongoing","Trump claims Iran 'ready to accept many US demands,' cites direct and indirect negotiations via emissaries. Simultaneously maintains maximum pressure: demands nuclear disarmament, threatens Strait of Hormuz closure capability. 20 oil tankers permitted passage reported. Signals negotiation track alongside military posture.","https://tass.com/world/us-israeli-strikes-iran","","True",""
"84","2026-03-30 01:00:35.110516+00","Al Jazeera (verified via TASS corroboration)","L0","HIGH","Middle East / Persian Gulf / Red Sea","Military/Kinetic Warfare","Iran War Escalation: Kuwait Power Station Hit, Israeli Interceptions of Houthi Drones, US-Israel Strike Planning","Indian worker killed in Iranian attack on Kuwait power and desalination plant; Israel intercepts Houthi drones from Yemen; US-Israel discussing next steps targeting Iran's military-industrial base; strikes reported on Mehrabad Airport and Central Bank branch in Tehran. Escalation in active kinetic phase with third-country infrastructure now targeted.","https://www.aljazeera.com/news/liveblog/2026/3/30/iran-war-live-worker-killed-in-kuwait-israel-intercepts-drones-from-yemen","","True",""
"82","2026-03-29 19:00:35.299206+00","Al Jazeera","L0","HIGH","Middle East (Israel-Lebanon)","Military/Territorial Expansion","Netanyahu orders military to expand invasion of southern Lebanon","Israeli PM Netanyahu announces military expansion of security buffer zone in southern Lebanon, marking escalation of cross-border military operations beyond initial incursion scope.","https://www.aljazeera.com/news/2026/3/29/netanyahu-announces-expansion-of-security-buffer-zone-in-south-lebanon","","True",""
"81","2026-03-29 16:00:37.804099+00","TASS / AP News","L0","HIGH","Ukraine/Middle East (dual theater)","Military/Kinetic Ops","Ukrainian attack leaves Zaporizhzhia NPP host city without power; Houthi missile attack on Israel stokes Red Sea shipping fears","Two simultaneous tactical escalations: (1) Ukrainian forces struck Zaporizhzhia NPP area, causing citywide blackout per Zaporizhzhia mayor; damage assessment ongoing. (2) Houthi anti-ship missile fired at Israeli vessel in Red Sea, raising risk of renewed maritime disruption and potential US/Israeli countermeasures. Both signals indicate tactical escalation in parallel theaters without strategic de-escalation signals.","https://tass.com/military-defense/ + https://apnews.com/hub/middle-east","","True",""
"80","2026-03-29 13:00:40.3247+00","AP News (via Google News)","L0","HIGH","Middle East / Red Sea","Military / Proxy Conflict","Houthi Missile Attack on Israel Escalates Red Sea Shipping Threat","Houthi forces conducted a missile attack targeting Israel, reigniting concerns over regional escalation and potential disruption of Red Sea maritime commerce. Attack signals renewed proxy warfare cycle and threatens global shipping lanes critical to $1.3T annual trade.","https://news.google.com/rss/articles/CBMikgFBVV95cUxNRlZTZnRnR0tGckFFMFNyZkFpMkFYSm41Y3FmNmtWTlF0ZWZIYlpGZE04SFc4Nm9nZENQMFVNWW1kUURBSjR5Q1pfS3BIR3FFUUNTRDY5N1A4RUxRUHROTnNoLUdNX2J6ckVmNGhJM2dYaFRSQmFXX2VCM1RXcHNxeWlOR2F5VV9qQ2lQa09FS0xndw","","True",""
"79","2026-03-29 10:00:41.066421+00","Al Jazeera / TASS (multi-source corroboration)","L0","HIGH","Middle East / Iran","Military Operations / Diplomacy / Crisis Escalation","Pentagon readies for weeks of US ground operations in Iran; US-Israeli strikes trigger Russian diplomatic rupture","Pentagon operational planning documents signal sustained US ground campaign in Iran. Concurrent reports: US-Israeli strikes on Iranian targets completed. Russian Kremlin spokesman Peskov (TASS, 11:45-11:50 UTC) declares Board of Peace negotiations 'less current' and warns strikes have 'harmful consequences for peace' with 'long-term implications.' Russia has not decided on Board of Peace entry. Escalation signal: ground ops + diplomatic rupture + potential Russian non-engagement from mediation architecture.","https://www.aljazeera.com/news/2026/3/29/pentagon-readies-for-weeks-of-us-ground-operations-in-iran-report","","True",""
"78","2026-03-29 07:00:36.243611+00","TASS","L0","HIGH","Middle East / Persian Gulf","Military/Strike Operations","Five killed in bombing of Iranian port; US-Israeli strikes on Iran escalate regional tension","Al Hadath reports 5 fatalities in Iranian port bombing with 2 ships catching fire. Follows pattern of US-Israeli strike campaign. Immediate regional escalation risk amid Middle East war (per UN digest noting Feb outbreak).","https://tass.com/world/1167890","","True",""
"76","2026-03-29 01:00:33.30001+00","Al Jazeera","L0","HIGH","Middle East / Iran-Israel Theater","Military Escalation / Diplomatic Crisis","Iran War Escalation: Tehran Warns US, Houthis Fire Missiles at Israel, Anti-War Protests in Tel Aviv","Middle East conflict intensifying. Tehran issues direct warnings to US; Houthi proxy forces conducting active missile strikes against Israeli targets; domestic Israeli opposition (Tel Aviv protests) signals fracturing consensus. UN Secretary-General previously warned this theater risks 'igniting a chain of events that no one can control.'","https://www.aljazeera.com/news/liveblog/2026/3/29/iran-war-live-houthis-attack-israel-anti-war-protesters-rally-in-tel-aviv","","True",""
"75","2026-03-28 22:00:39.169423+00","Al Jazeera","L0","HIGH","Persian Gulf / Middle East","Military Strike / Regional Escalation","Kuwait airport hit by Iranian drone strikes","Iranian drone strikes on Kuwait's airport infrastructure reported on 28 March 2026. Escalatory strike on critical Gulf transportation hub with regional/global implications for energy security and US Fifth Fleet operations.","https://www.aljazeera.com/video/newsfeed/2026/3/28/kuwait-airport-hit-by-iranian-drone-strikes","","True",""
"74","2026-03-28 19:00:44.542232+00","CSIS / Reuters / TASS","L0","HIGH","Middle East / Red Sea / Iran Theater","Military/Strike Activity + Diplomatic Breakdown","US-Israeli strikes on Iran escalate; Houthis confirm attack on Israel; 850+ Tomahawks fired in Operation Epic Fury","CSIS reports 850+ Tomahawks launched in Operation Epic Fury—largest single air campaign strike volume. Reuters confirms Houthis attacking Israel for first time in current war cycle. TASS reports 3 killed, 7 wounded in airstrike on Shiite militia HQ near Kirkuk, Iraq. Concurrent mass protests in Washington, The Hague, London against US/Israeli policy. Oil markets pricing in ceasefire failure.","https://news.google.com/rss/articles/CBMioAFBVV95cUxPcFFrYUNYeUlLMEV0R3lCb1BLM1pBM2ZvRUtjR1hPMnFMY0t1UDFoSDdzTXRMVDAxb0h6S3hsYWFoN0NnM3QzOUdmOFJhVlJSM2Eza3VHdzU5SVctek5WYU8yNGlGcEJDTkc4aHJvdDFyVUt4d2pEbEM4NDU1UzdXNmlJVGh1ajJi","","True",""
"72","2026-03-28 13:00:35.024302+00","Al Jazeera (via Reuters feed)","L0","HIGH","Middle East / Persian Gulf","Military / Direct Attack","At least 15 US troops wounded in Iran strike on Saudi airbase","Iranian ballistic or cruise missile strike on Saudi Arabian airbase housing US military personnel resulted in 15+ wounded. Escalation signal in active Iran-US-Israel conflict zone. Confirms direct Iranian targeting of US forward deployment.","https://www.aljazeera.com/news/2026/3/28/at-least-15-us-troops-wounded-in-iran-strike-on-saudi-airbase-reports","","True",""
"71","2026-03-28 10:00:38.208451+00","Reuters via Google News","L0","HIGH","Middle East - Red Sea, Iran-Israel Theater","Military/Naval Operations, Regional Escalation","Yemen's Houthis confirm launching attack on Israel; ready to join Iran war if needed","Yemen's Houthi movement has confirmed launching direct attacks on Israel and signaled readiness to escalate involvement in the Iran-Israel conflict. This marks operational escalation from previous Red Sea shipping disruptions and represents a third-front threat to Israeli security. Traders are doubting ceasefire prospects, driving oil price gains.","https://news.google.com/rss/articles/CBMiwAFBVV95cUxNNVhVWlVDQkU4VVhQaUJXRUNiQ0JkaVFXdDlJVUU1bHpudFp2MWU0MHppYmFkWndKR3lGRmUzd0llNEVaMzZJVzVoOElXT1FIZ3JHa2tNOXRFLVFjamV5TjkyaUs2MlhYQzlxUi1NNldSSnMtbFNrSHVBT1F0Y2Q4SHBTN1U5U29nbTRyU0JDRlZweGdzVXBRbzJkeXNSX3F5VnloWjlFVzQ1WVlmbVViTHpCRkpOV0JrYUtpMVFQRGc","","True",""
"70","2026-03-28 07:00:44.128192+00","Al Jazeera","L0","HIGH","Levant/Middle East","Military/Humanitarian","Israel's unending attacks in Lebanon push country's population to the brink","Sustained Israeli military operations in Lebanon have reached critical humanitarian thresholds. Population displacement accelerating; infrastructure collapse; cross-border destabilization signals.","https://www.aljazeera.com/features/2026/3/28/israels-unending-attacks-in-lebanon-push-countrys-population-to-the-brink","","True",""
"69","2026-03-28 04:00:39.594139+00","TASS / Reuters (verified via Google News military feed)","L0","HIGH","Middle East / Iran-Israel-US Triangle","Military / Strategic Escalation","US-Israel strikes on Iran; Iranian counterattack on Saudi airbase injures 12 US troops","Iranian military conducted strike on US airbase in Saudi Arabia (Al-Dhafra or similar), wounding 12 US servicemembers. TASS reports 13 killed and 300+ injured across operation. Iran University of Science and Technology targeted. Tehran rejects US claims of Iranian Navy destruction. Bombing reported in Tehran and Isfahan.","https://tass.com/world/1775431","","True",""
"68","2026-03-28 01:00:40.424923+00","Al Jazeera / AP News / TASS","L0","HIGH","Middle East / Persian Gulf","Military/Crisis Escalation","Trump declares US-Israeli war on Iran creating 'new Middle East'; Iranian missiles strike Saudi base injuring US troops","President Trump publicly frames ongoing US-Israeli strikes on Iran as existential regional restructuring. Simultaneously, Iranian attack on Saudi base housing US forces injures 10+ servicemembers and damages multiple aircraft. IAEA notifies of additional strike near Bushehr nuclear facility with no reported damage. Oil markets respond with price gains on doubts of ceasefire prospects.","https://www.aljazeera.com/video/newsfeed/2026/3/28/trump-says-us-israeli-war-on-iran-creating-a-new-middle-east","","True",""
"67","2026-03-27 22:00:35.479805+00","Al Jazeera / TASS","L0","HIGH","Middle East (Iran)","Military/Strategic Strikes","US-Israel Month-Long Air Campaign Against Iran; Russia Flags Bushehr Nuclear Safety Threat at UN","Sustained US-Israeli air strikes continuing across Iran for one month. Russian UN delegation raises nuclear safety concerns regarding strikes near Bushehr nuclear plant. CSIS analysis documents air campaign metrics. Oil market reaction reflects ceasefire skepticism.","https://www.aljazeera.com/news/2026/3/27/guns-in-the-streets-as-us-israel-intensify-month-long-attacks-across","","True",""
"66","2026-03-27 19:00:36.702104+00","CSIS (Center for Strategic and International Studies)","L0","HIGH","Middle East / Iran","Military Conflict & Regional Stability","Iran War: Air Campaign Assessment After Three Weeks—Escalating Humanitarian & Regional Spillover","CSIS quantitative assessment of ongoing Iran air campaign (est. 3 weeks duration). Signals sustained strikes, critical infrastructure targeting, and downstream humanitarian crisis in Middle East region affecting food/fuel prices, destabilizing Myanmar and other fragile states per UN WFP reporting.","https://news.google.com/rss/articles/CBMikAFBVV95cUxNRjY1V0h6WWNSYW9CYXFzaENsMVZPNmtzb0hkdkZGc19aWHhwYWFzc1paSkV5T3pvbk1ranNmLXQwNG5EZTJSYVpHcVV4TW5xbzdPREQtekFudXhKalFSUWVyMGlibTJvSlZFcmdQdkNETzdsQ2V4bG54NFpBZVd3SnhuOGItb09TVUVDSEhPTEs","","True",""
"65","2026-03-27 16:00:37.893921+00","UN News","L0","HIGH","Middle East (Iran, Israel, Gaza, Lebanon)","Military/Humanitarian","Middle East War: Humanitarian Crisis Deepens Across Region; UN Highlights Healthcare Attacks and Evacuation Strike Fears","One month after Israeli and US airstrikes on Iran, UN agencies report intensifying humanitarian catastrophe with attacks on vital healthcare infrastructure, displacement of civilians with 'no safe space,' and ongoing terror from bombardment. UN chief calls for release of 118 detained UN staff.","https://news.un.org/en/story/2026/03/1167207","","True",""
"64","2026-03-27 13:00:38.159103+00","Al Jazeera","L1","HIGH","Eastern Europe / Middle East","Defence & Diplomacy","Ukraine-Saudi Arabia Defence Pact Announced","Ukraine announces 'mutually beneficial' defence deal with Saudi Arabia, marking significant diplomatic shift in Middle East-Eastern Europe alignment amid ongoing conflict and sanctions pressure.","https://www.aljazeera.com/news/2026/3/27/ukraine-announces-defense-pact-with-saudi-arabia","","True",""
"63","2026-03-27 10:00:37.073798+00","UN News / FAO","L0","HIGH","Persian Gulf / Global","Economics & Supply Chain","Persian Gulf Crisis Triggers Severe Global Commodity Disruption","UN FAO Chief Economist warns intensifying Persian Gulf conflict has triggered 'one of the most rapid and severe disruptions to global commodity flows in recent times,' impacting food security globally.","https://news.un.org/en/story/2026/03/1167205","","True",""
"62","2026-03-27 07:00:42.256293+00","Reuters via Google News","L0","HIGH","Middle East / Persian Gulf","Military/Diplomatic","Trump Pauses Iran Energy Plant Attacks; Diplomatic Talks Progress","Trump administration has paused military strikes against Iranian energy infrastructure, signaling a potential de-escalation path. Official statements indicate ongoing diplomatic negotiations are 'going well,' suggesting potential for negotiated settlement over military escalation in the Persian Gulf crisis.","https://news.google.com/rss/articles/CBMizgFBVV95cUxPS0hIcVlXMlA3NVNtTzZiX2FBSlk0cmtyc2JCdnpNdlB2UFhUTFRWZ3dQZkU4TmtSdjNuWUJ1bm1NblMtWkR6Y3pwV09nRFlneGxBQi1IQWdfLWI2UDd4cGR2ZkJGcndXTy15dGxkMkpjNWd5OU1ZQ2w4X3hLWm16Q0xGd1hRaTFBZXI2UTdWaGNIY0g4SmVMRk55Tlg5c2NCcG95d201SmxWYVdOYW9MOVlQaGNJUlZLMDRxY05aaE5weDVEeFl5ajEwejNrZw","","True",""
"61","2026-03-27 04:00:42.834564+00","Reuters via Google News","L0","HIGH","Middle East / Persian Gulf / Eastern Europe","Military/Diplomacy/Sanctions","Trump pauses attacks on Iran's energy plants, says talks 'going well'","Trump administration halts strikes on Iranian energy infrastructure citing active diplomatic negotiations. Iranian FM Abbas Araghchi calls for UN condemnation of aggressors; Persian Gulf disruptions severe. Russian forces advance 500m toward Ray-Aleksandrovka in DPR. Houthi threat escalation for shipping.","https://news.google.com/rss/articles/CBMizgFBVV95cUxPS0hIcVlXMlA3NVNtTzZiX2FBSlk0cmtyc2JCdnpNdlB2UFhUTFRWZ3dQZkU4TmtSdjNuWUJ1bm1NblMtWkR6Y3pwV09nRFlneGxBQi1IQWdfLWI2UDd4cGR2ZkJGcndXTy15dGxkMkpjNWd5OU1ZQ2w4X3hLWm16Q0xGd1hRaTFBZXI2UTdWaGNIY0g4SmVMRk55Tlg5c2NCcG95d201SmxWYVdOYW9MMDlZUGhjSVJWSzA0cWNOWmhOcHg1RHhZeWoxMHozazc?oc=5","","True",""
"60","2026-03-27 01:00:44.922934+00","Reuters / Al Jazeera / DoD News / CSIS","L0","HIGH","Middle East/Persian Gulf","Military / Crisis Escalation","Persian Gulf Crisis Accelerates: Uncrewed Drone Boats Deployed, Iranian Navy Commander Killed, Trump Delays Energy Sector Strikes by 10 Days","US deploys uncrewed drone boats in escalating Iran conflict; DoD confirms death of Iranian Navy Commander; Trump administration signals 10-day pause on strikes targeting Iranian energy sector; FAO warns Persian Gulf disruption worst since 2008 financial crisis; Lebanon-Israel cross-border fire continues.","https://news.google.com/rss/articles/CBMiswFBVV95cUxNYzJHYmtaaHA4R3BQVlB4eDNWU3JOQ1c0TFF4Uk4zcUlzYnhtNUFtdEpnVl9abEVWWXI3SzRUUkZ2UmJpb0NxMjZJZERNWW5LQ0s5eWptNzR2bnk5LVgzb1dwNTRwMTQtRkprOTZDcTlKYURjT1ctVVd6YnRNcEVFR016a0NDSmQyaW5YQ1hwaXFWSmFwSnIxbFdJTmd0QUdRN2RGZ3JtaGU1UjhKaW5TU1lIWQ","","True",""
"59","2026-03-26 22:00:35.180538+00","DoD News / TASS / Reuters (Google News)","L0","HIGH","Middle East / Red Sea / Eastern Europe","Military / Diplomacy / Naval","US-Israeli Strikes on Iran + Lavrov Backchannel Claims; Houthis Escalation Signal","DoD confirms Iranian Navy Commander killed in US-Israeli air campaign (ongoing 3+ weeks). TASS quotes Lavrov alleging US-Ukraine talks ongoing while trilateral consultations halted; Lavrov frames US-Israeli Iran strikes as 'backstabbing' amid negotiations. Reuters reports Yemen Houthis ready to join Iran war if needed, escalating Red Sea risk.","https://www.war.gov/News/News-Stories/Article/Article/4445","","True",""
"58","2026-03-26 19:00:39.756265+00","DoD News (Secretary Hegseth)","L0","HIGH","Middle East / Persian Gulf","Military/Kinetic Ops","Iranian Navy Commander Killed in Israeli Strike; Operation Epic Fury Ongoing","Secretary of War Pete Hegseth confirmed the killing of the Islamic Revolutionary Guard Corps (IRGC) navy's top commander by Israeli military as part of ongoing Operation Epic Fury kinetic strikes against the Iranian regime. Represents major escalation in Iran-Israel conflict with direct U.S. military integration.","https://www.war.gov/News/News-Stories/Article/Article/4445219/hegseth-relays-death-of-iranian-navy-commander-provides-additional-oef-updates/","","True",""
"57","2026-03-26 16:00:29.830424+00","Al Jazeera (citing WTO)","L1","HIGH","Global","Trade/Economics","WTO warns of worst trade disruption in 80 years amid geopolitical fragmentation","WTO formally stated world is experiencing worst trade disruption in 80 years. Signal aligns with reported Pentagon consideration of redirecting Ukraine military aid to Middle East (Reuters via Google News) and ongoing Russia-US economic discussions despite EU opposition (TASS).","https://www.aljazeera.com/video/newsfeed/2026/3/26/wto-says-world-experiencing-worst-trade-disruption-in-80-years?traffic_source=rss","","True",""
"56","2026-03-26 13:00:33.100282+00","Al Jazeera / TASS","L0","HIGH","Middle East / Persian Gulf","Maritime Security / Diplomacy","Iran charging ships for Strait of Hormuz passage; Egypt mediating US-Iran talks on Middle East conflict","GCC chief reports Iran imposing charges on vessels transiting Strait of Hormuz. Simultaneously, Egypt confirms active diplomatic engagement with US and Iran to end Middle East conflict. Kremlin notes risk of conflict expanding. Combined signals indicate Iran escalation + de-escalation track operating in parallel.","https://www.aljazeera.com/video/newsfeed/2026/3/26/video-gcc-chief-says-iran-charging-for-ships-to-pass-strait-of-hormuz","","True",""
"54","2026-03-26 07:00:41.844489+00","TASS (Iranian attack); Reuters via Google News (UK maritime action)","L0","HIGH","Middle East / Eastern Mediterranean / Gulf","Military Strike + Maritime Enforcement","Iranian Missile Strike on Central Israel; UK Authorizes Naval Interdiction of Russian Shadow Fleet","TASS reports Iranian missiles struck central Israel (08:35 UTC Wed 26 Mar). Correspondent notes no immediate reported damage. Concurrently, UK authorizes military boarding of Russian shadow fleet tankers—escalation of Western maritime enforcement against sanctions evasion. Iran simultaneously reviewing US ceasefire proposal without active talks.","https://news.google.com/rss/articles/CBMipAFBVV95cUxNOG50clRiMTRtdlJVSFJ3UmtoRGdMTjktQ1c5S29kb0gxT0VMeUlPSGdfYkc4VEJ6RkNhTWc1QzBpLVdDeXFGYjJqU0lvYzlOVllySjlOeW94Y2tDemY0TXlvN2luZDBaZmhVcmJ1alI3dm1qazlQZDhFdkJsd3JQZDBzX2NFNmZjN1BkSldteEd6SnREbkdDV1pWQ0ZxNUx2Z3B6LQ","","True",""
"53","2026-03-26 04:00:37.16125+00","TASS (citing Iranian state TV)","L0","MEDIUM-HIGH","Middle East","Military Operations / Escalation","US-Israeli strikes on Iran; Iran's largest cities under air attack","Iran's major cities reported under air attack (Thu 26 Mar 06:11 UTC). TASS reports US-Israeli coordinated strikes. No immediate casualty/damage data. Trump administration signaling willingness to end Iran conflict within weeks per media.","https://tass.com/world/1774490958","","True",""
"52","2026-03-26 01:00:33.858557+00","Al Jazeera / TASS synthesis","L0","HIGH","Middle East (Iran, Lebanon, Israel)","Military Operations / Diplomatic Crisis","US demands Iran accept defeat; Israel pounds Lebanon amid escalating Middle East conflict","Active military strikes on Iran ongoing. US diplomatic messaging hardening to demand surrender terms. Israel conducting sustained operations against Lebanon. Russia attempting diplomatic de-escalation. Ceasefire frameworks fragmenting. Regional state collapse risk moderate-high.","https://www.aljazeera.com/news/liveblog/2026/3/26/iran-war-live-us-demands-tehran-accept-defeat-israel-pounds-lebanon","","True",""
"51","2026-03-25 22:00:28.970227+00","Reuters","L1","HIGH","Middle East/Persian Gulf","Maritime Security & Energy","Western Powers Unable to Secure Red Sea Shipping; Strait of Hormuz Risk Escalation","Reuters reports Western maritime coalition unable to establish secure shipping corridor in Red Sea. Analysis flags Strait of Hormuz as next critical chokepoint vulnerable to Iranian asymmetric pressure or Houthi escalation. Geopolitical implications: regional power vacuum and energy market volatility.","https://news.google.com/rss/articles/CBMiwgFBVV95cUxObXYyUE82WTFKZGx3dy1aLWtwQkJHQ0xtaTdYX1U2b2Nnclp0VmdYY1kwa0lEUEk3dVJDdmdQYXNQeHJmV3hhUExNalF6UHJTLUhhTDlnM3NYZmZQOGswQWpncm9ycjJxN1NvMmc0S1pGa0pJWFBhNjFLTlZ6c1JidTU1bGdaRHRIektUaS1oZlFtZ","","True",""
